sentences,labels
"['Behavioral', 'side', 'effects', 'associated', 'with', 'clonazepam', 'may', 'include', 'agitation', ',', 'aggression', ',', 'hyperactivity', ',', 'irritability', ',', 'property', 'destruction', ',', 'and', 'temper', 'tantrums', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Behavioral', 'side', 'effects', 'associated', 'with', 'clonazepam', 'may', 'include', 'agitation', ',', 'aggression', ',', 'hyperactivity', ',', 'irritability', ',', 'property', 'destruction', ',', 'and', 'temper', 'tantrums', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['Behavioral', 'side', 'effects', 'associated', 'with', 'clonazepam', 'may', 'include', 'agitation', ',', 'aggression', ',', 'hyperactivity', ',', 'irritability', ',', 'property', 'destruction', ',', 'and', 'temper', 'tantrums', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['This', 'report', 'describes', 'an', 'individual', 'with', 'mental', 'retardation', 'who', 'experienced', 'behavioral', 'exacerbation', 'associated', 'with', 'clonazepam', 'prescribed', 'at', '2', 'mg/day', '(', '0.02', 'mg/kg/day', ')', 'to', 'treat', 'aggression', ',', 'self-injurious', 'behavior', ',', 'property', 'destruction', ',', 'and', 'screaming', ',', 'which', 'was', 'measured', 'with', 'a', '15-minute', 'partial', 'interval', 'recording', 'measurement', 'method', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cefuroxime', '-', 'induced', 'immune', 'hemolysis', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['We', 'report', 'the', 'first', 'case', 'of', 'IHA', 'associated', 'with', 'cefuroxime', 'administration', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O']"
"['After', '39', 'hours', 'on', 'argatroban', ',', 'the', 'infusion', 'was', 'stopped', 'when', 'minor', 'bleeding', 'was', 'observed', 'with', 'a', 'concurrent', 'activated', 'partial', 'thromboplastin', 'time', '(', 'aPTT', ')', 'of', '100', 'seconds', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Argatroban', 'for', 'heparin', '-', 'induced', 'thrombocytopenia', 'in', 'hepato-renal', 'failure', 'and', 'CVVHD', '.']","['O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Argatroban', 'is', 'hepatically', 'cleared', 'and', 'may', 'be', 'the', 'preferred', 'direct', 'thrombin', 'inhibitor', 'in', 'the', 'presence', 'of', 'significant', 'renal', 'impairment', ',', 'but', 'conversely', 'has', 'prolonged', 'effects', 'in', 'hepatic', 'failure', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['OBJECTIVE', ':', 'To', 'report', 'a', 'case', 'of', 'significant', 'hepatic', 'and', 'renal', 'failure', 'with', 'the', 'use', 'of', 'argatroban', 'in', 'a', 'patient', 'with', 'heparin-induced', 'thrombocytopenia', '(', 'HIT', ')', 'requiring', 'continuous', 'veno-veno', 'hemodialysis', '(', 'CVVHD', ').']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['OBJECTIVE', ':', 'To', 'report', 'a', 'case', 'of', 'significant', 'hepatic', 'and', 'renal', 'failure', 'with', 'the', 'use', 'of', 'argatroban', 'in', 'a', 'patient', 'with', 'heparin', '-', 'induced', 'thrombocytopenia', '(', 'HIT', ')', 'requiring', 'continuous', 'veno-veno', 'hemodialysis', '(', 'CVVHD', ').']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Schneiderian', 'first-rank', 'symptoms', 'associated', 'with', 'fluvoxamine', 'treatment', ':', 'a', 'case', 'report', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'patient', ',', 'a', '28-year-old', 'man', 'suffering', 'from', 'panic', 'disorder', ',', 'developed', 'several', 'first-rank', 'symptoms', 'during', 'fluvoxamine', 'administration', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'B-drug', 'O', 'O']"
"['This', 'communication', 'describes', 'a', 'patient', 'who', 'developed', 'Schneiderian', 'first-rank', 'symptoms', 'in', 'the', 'course', 'of', 'treatment', 'with', 'fluvoxamine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['This', 'finding', 'suggests', 'that', 'fluvoxamine', 'can', 'precipitate', 'Schneiderian', 'first-rank', 'symptoms', 'in', 'some', 'susceptible', 'patients', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['We', 'present', 'a', 'surprising', 'case', 'of', 'a', 'woman', 'schizophrenic', 'patient', 'treated', 'with', 'clozapine', 'suffering', 'from', 'EPS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O']"
"['Hyperpigmentation', 'during', 'interferon-alpha', 'therapy', 'for', 'chronic', 'hepatitis', 'C', 'virus', 'infection', '.']","['B-effect', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['These', 'skin', 'lesions', 'may', 'be', 'induced', 'or', 'worsened', 'during', 'antiviral', 'therapy', 'with', 'interferon-alpha', '(', 'IFN', ').']","['O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['These', 'skin', 'lesions', 'may', 'be', 'induced', 'or', 'worsened', 'during', 'antiviral', 'therapy', 'with', 'interferon-alpha', '(', 'IFN', ').']","['O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['We', 'describe', 'two', 'dark-skinned', 'patients', 'who', 'developed', 'hyperpigmented', 'skin', 'and', 'tongue', 'lesions', 'during', 'combination', 'therapy', 'with', 'IFN', 'and', 'ribavirin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['We', 'describe', 'two', 'dark-skinned', 'patients', 'who', 'developed', 'hyperpigmented', 'skin', 'and', 'tongue', 'lesions', 'during', 'combination', 'therapy', 'with', 'IFN', 'and', 'ribavirin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['We', 'describe', 'two', 'dark-skinned', 'patients', 'who', 'developed', 'hyperpigmented', 'skin', 'and', 'tongue', 'lesions', 'during', 'combination', 'therapy', 'with', 'IFN', 'and', 'ribavirin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['We', 'describe', 'two', 'dark-skinned', 'patients', 'who', 'developed', 'hyperpigmented', 'skin', 'and', 'tongue', 'lesions', 'during', 'combination', 'therapy', 'with', 'IFN', 'and', 'ribavirin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['It', 'is', 'concluded', 'that', 'simultaneous', 'administration', 'of', 'ciprofloxacin', 'and', 'tazobactam/piperacillin', 'may', 'cause', 'marked', 'thrombocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['It', 'is', 'concluded', 'that', 'simultaneous', 'administration', 'of', 'ciprofloxacin', 'and', 'tazobactam/', 'piperacillin', 'may', 'cause', 'marked', 'thrombocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'O']"
"['It', 'is', 'concluded', 'that', 'simultaneous', 'administration', 'of', 'ciprofloxacin', 'and', 'tazobactam', '/piperacillin', 'may', 'cause', 'marked', 'thrombocytosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['Since', 'the', 'thrombocyte', 'count', 'started', 'to', 'increase', 'immediately', 'after', 'initiation', 'and', 'dropped', 'immediately', 'after', 'discontinuation', 'of', 'ciprofloxacin', 'and', 'tazobactam/piperacillin', 'and', 'all', 'other', 'drugs', 'were', 'discontinued', 'already', 'before', 'or', 'were', 'started', 'after', 'the', 'nadir', 'of', 'the', 'thrombocyte', 'count', ',', 'these', 'two', 'antibiotics', 'were', 'regarded', 'causative', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Since', 'the', 'thrombocyte', 'count', 'started', 'to', 'increase', 'immediately', 'after', 'initiation', 'and', 'dropped', 'immediately', 'after', 'discontinuation', 'of', 'ciprofloxacin', 'and', 'tazobactam/', 'piperacillin', 'and', 'all', 'other', 'drugs', 'were', 'discontinued', 'already', 'before', 'or', 'were', 'started', 'after', 'the', 'nadir', 'of', 'the', 'thrombocyte', 'count', ',', 'these', 'two', 'antibiotics', 'were', 'regarded', 'causative', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Since', 'the', 'thrombocyte', 'count', 'started', 'to', 'increase', 'immediately', 'after', 'initiation', 'and', 'dropped', 'immediately', 'after', 'discontinuation', 'of', 'ciprofloxacin', 'and', 'tazobactam', '/piperacillin', 'and', 'all', 'other', 'drugs', 'were', 'discontinued', 'already', 'before', 'or', 'were', 'started', 'after', 'the', 'nadir', 'of', 'the', 'thrombocyte', 'count', ',', 'these', 'two', 'antibiotics', 'were', 'regarded', 'causative', '.']","['O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thrombocytosis', 'under', 'ciprofloxacin', 'and', 'tazobactam/piperacillin', '.']","['B-effect', 'O', 'B-drug', 'O', 'O', 'O']"
"['Thrombocytosis', 'under', 'ciprofloxacin', 'and', 'tazobactam/', 'piperacillin', '.']","['B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Thrombocytosis', 'under', 'ciprofloxacin', 'and', 'tazobactam', '/piperacillin', '.']","['B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['Anaphylaxis', 'after', 'the', 'injection', 'of', 'chymopapain', 'occurs', 'in', 'about', '1%', 'of', 'such', 'cases', '.']","['B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Both', 'patients', 'suddenly', 'became', 'hypotensive', 'after', 'injection', 'of', 'chymopapain', 'into', 'a', 'disk', '.']","['O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['Lethargy', 'in', 'a', 'newborn', ':', 'lithium', 'toxicity', 'or', 'lab', 'error', '?']","['B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O']"
"['The', 'newborn', 'manifested', 'a', 'four', 'day', 'course', 'of', 'lethargy', 'with', 'unexplained', 'high', 'lithium', 'levels', 'in', 'the', 'adult', 'toxic', 'range', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tegretol', ')', 'used', 'against', 'benign', 'Rolandic', 'epilepsy', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tegretol', ')', 'used', 'against', 'benign', 'Rolandic', 'epilepsy', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tegretol', ')', 'used', 'against', 'benign', 'Rolandic', 'epilepsy', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tegretol', ')', 'used', 'against', 'benign', 'Rolandic', 'epilepsy', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', '14-year-old', 'female', 'developed', 'systemic', 'lupus', 'erythematosus', '(', 'SLE)-like', 'symptoms', ',', 'rash', ',', 'fever', ',', 'leukopenia', 'and', 'positive', 'anti-nuclear', 'antibody', '(', 'ANA', ')', 'two', 'weeks', 'after', 'administration', 'of', 'carbamazepine', '(', 'CBZ', ';']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Tegretol', ')', 'used', 'against', 'benign', 'Rolandic', 'epilepsy', '.']","['B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Carbamazepine', '-', 'induced', 'systemic', 'lupus', 'erythematosus-like', 'disease', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['The', 'cases', 'of', 'CBZ', '-', 'induced', 'SLE', 'reported', 'in', 'the', 'literature', 'were', 'reviewed', '.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['After', 'four', 'months', ',', 'while', 'receiving', 'RH', ',', 'he', 'developed', 'painful', 'bilateral', 'gynaecomastia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['Gynaecomastia', 'is', 'a', 'rarely', 'reported', 'adverse', 'drug', 'reaction', 'due', 'to', 'isoniazid', 'therapy', '.']","['B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['Isoniazid', 'associated', ',', 'painful', ',', 'bilateral', 'gynaecomastia', '.']","['B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['A', 'patient', 'suffering', 'from', 'heparin', '-', 'associated', 'thrombocytopenia', '(', 'HAT', '),', 'recurrent', 'arteriothromboses', ',', 'and', 'acute', 'renal', 'failure', 'after', 'treatment', 'with', 'standard', 'heparin', 'is', 'described', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
